resourceId	address	city	country	postalCode	state	use
aa1767b3-7e29-490a-9b0e-5d238b6b74fb	Mount Selinda, Chipinge, Manicaland Province, ZW	Chipinge		ZW	Manicaland Province	
cd749284-6dd6-4737-bbfb-7a98ff6c378d	Chisumbanje, Chipinge, Manicaland Province, ZW	Chipinge		ZW	Manicaland Province	work
3d42a1b4-a3f0-46e5-a5ad-b5f45e46196d	Junction Gate, Chipinge, Manicaland Province, ZW	Chipinge		ZW	Manicaland Province	work
9b054396-6bc8-44e7-8418-40e1acb02e3c	Chisumbanje, Chipinge, Manicaland Province, ZW	Chipinge		ZW	Manicaland Province	work
4d9a5d0a-b179-433e-bcdb-7a90e9413ab1	Chipinge, Manicaland Province, ZW	Chipinge		ZW	Manicaland Province	work
9ada6e6e-9b54-45b3-83a2-ae9177e6c3f0	Hippo Valley, Chiredzi, Masvingo Province, ZW	Chiredzi		ZW	Masvingo Province	work
8c3513f9-eaa9-4860-b548-67e5e71c7c5f	Chiredzi, Masvingo Province, ZW	Chiredzi		ZW	Masvingo Province	
e5bcc7fe-2f59-4d5d-84bf-d165ad0bacc1	Chiredzi, Masvingo Province, ZW	Chiredzi		ZW	Masvingo Province	
334228e1-4abd-4d5a-b1dc-58aa779dbb01	Chiredzi, Masvingo Province, ZW	Chiredzi		ZW	Masvingo Province	
a03f1199-3e8a-400a-9812-131212b7940d	Makado, Gwanda, Matabeleland South Province, ZW	Gwanda		ZW	Matabeleland South Province	work
bbd30818-6e6e-407c-9290-32071591e90f	Matsai Twp, Bikita, Masvingo Province, ZW	Bikita		ZW	Masvingo Province	work
44e27a53-e8c6-480c-b8ed-7e7ceae914dd	Village 14 Devure Resettlement Area, Bikita, Masvingo Province, ZW	Bikita		ZW	Masvingo Province	
e8052504-b3ad-4097-883b-708dbb4ced64	Glencova, Masvingo, Masvingo Province, ZW	Masvingo		ZW	Masvingo Province	work
6b73a22e-2d24-46c3-8fdb-8b7b2098f39f	Chigiji Road, Chigiji Road, ZW			ZW	Chigiji Road	
2b730eb2-a1b2-4b0b-8102-1a470df5094a	Chikupo, Goromonzi, Mashonaland Central Province, ZW	Goromonzi		ZW	Mashonaland Central Province	work
b28f952e-c2db-4b1b-bc26-9e9dd70b5636	Bindura, Mashonaland Central Province, ZW	Bindura		ZW	Mashonaland Central Province	work
0111376b-817d-4fc1-82e6-0c18fa14acd8	Mtepatepa, Bindura, Mashonaland Central Province, ZW	Bindura		ZW	Mashonaland Central Province	work
7be041d5-d061-4164-86b7-67794f64237b	Bindura, Mashonaland Central Province, ZW	Bindura		ZW	Mashonaland Central Province	
f949d5f3-bd89-4b08-a908-f3870436bc79	Bindura, Mashonaland Central Province, ZW	Bindura		ZW	Mashonaland Central Province	work
ce77b5a5-9a8a-4e4f-b759-d33df8bb7d02	Pashu, Binga, Matabeleland North Province, ZW	Binga		ZW	Matabeleland North Province	
691a395d-ba81-4ddf-b50b-66cfe2f9ba11	Binga, Matabeleland North Province, ZW	Binga		ZW	Matabeleland North Province	work
55f9dafd-047d-4be9-8e87-e79b5a350e1c	Impampa, Binga, Matabeleland North Province, ZW	Binga		ZW	Matabeleland North Province	work
e5143e91-a310-4b1c-8e0c-de56a1a4f0e5	Chief Sinasenkwe, Binga, Matabeleland North Province, ZW	Binga		ZW	Matabeleland North Province	work
d3933e77-446d-4a25-b6ee-8a42c6532437	Ngiki, Bubi, Matabeleland North Province, ZW	Bubi		ZW	Matabeleland North Province	work
5b044fcd-8b2a-4fd2-877f-a1b44e4a9965	Buhera, Manicaland Province, ZW	Buhera		ZW	Manicaland Province	
3910feec-12de-4598-b3de-7489ef0d9dd8	Dabula, Bubi, Matabeleland North Province, ZW	Bubi		ZW	Matabeleland North Province	work
f14e6d7b-bda5-4081-a57e-63343f6e3ddb	Birchenough Bridge, Chimanimani, Manicaland Province, ZW	Chimanimani		ZW	Manicaland Province	work
be63443d-030a-4dbd-8505-73fe3a5b4db7	Buhera, Manicaland Province, ZW	Buhera		ZW	Manicaland Province	
4d2542ef-1539-4513-83fb-3700c5869de3	Buhera, Manicaland Province, ZW	Buhera		ZW	Manicaland Province	work
b99ebb8e-325d-4378-8102-acbc05c13436	Baruru, Buhera, Manicaland Province, ZW	Buhera		ZW	Manicaland Province	
414781e3-6a2c-4363-8dfc-11fc51a45ec0	Baruru, Buhera, Manicaland Province, ZW	Buhera		ZW	Manicaland Province	
b71acc3f-9c48-4292-b2a8-28d4031a556f	mhondoro, Chegutu, Mashonaland West Province, ZW	Chegutu		ZW	Mashonaland West Province	work
2ae799ca-a655-435f-852b-eb9752b3cc2e	Norton, Chegutu, Mashonaland West Province, ZW	Chegutu		ZW	Mashonaland West Province	
1fe6ea50-c1bd-40cb-833e-187b13a51926	4PR2+X39, Galloway Rd, Norton, ZW	Galloway Rd		ZW	Norton	work
a239b880-9082-4e6a-b7f0-d0dd9aa3ee8e	Makwiro, Chegutu, Mashonaland West Province, ZW	Chegutu		ZW	Mashonaland West Province	work
76589276-57d0-46b0-b13b-04d882ccdcb5	Chegutu, Mashonaland West Province, ZW	Chegutu		ZW	Mashonaland West Province	work
0c667f7f-88e5-4d91-8b00-85ada668d447	Gadzema, Chegutu, Mashonaland West Province, ZW	Chegutu		ZW	Mashonaland West Province	
6e6443e3-ea81-495d-b480-e36932a746bc	Dodhill, Chegutu, Mashonaland West Province, ZW	Chegutu		ZW	Mashonaland West Province	work
52ae1295-dc6c-4a60-b609-eb0886ab4d4e	Chikomba, Mashonaland East Province, ZW	Chikomba		ZW	Mashonaland East Province	work
01db56d1-559d-44c4-ac7d-03d6c512201e	Sadza, Chikomba, Mashonaland East Province, ZW	Chikomba		ZW	Mashonaland East Province	work
7d992e1f-873f-4e0b-a6e0-a5079fe6670b	Rundu, Chikomba, Mashonaland East Province, ZW	Chikomba		ZW	Mashonaland East Province	
49ece730-0327-41d3-ae4d-0b56ee5a494f	Rundu, Wedza, Mashonaland East Province, ZW	Wedza		ZW	Mashonaland East Province	
1c1197ce-bfc6-4580-afd8-014eebac09ac	Chivhu, Chikomba, Mashonaland East Province, ZW	Chikomba		ZW	Mashonaland East Province	
81a956a1-6e0b-4ea1-946e-49968351afe9	Cashel, Chimanimani, Manicaland Province, ZW	Chimanimani		ZW	Manicaland Province	work
87e88317-aaa9-4b05-bf4a-03ccaa66e769	Melsetter Junction, Chimanimani, Manicaland Province, ZW	Chimanimani		ZW	Manicaland Province	work
c1aaffe5-47e6-4b00-99a3-ad8daa45fe3b	Nyahode, Chimanimani, Manicaland Province, ZW	Chimanimani		ZW	Manicaland Province	
38bba7f5-ee00-4dbb-a1c2-960df110ef7c	Nyanyadzi, Chimanimani, Manicaland Province, ZW	Chimanimani		ZW	Manicaland Province	
b0fe1f9e-3072-4814-9c28-15e5fe418441	Nyanyadzi, Chimanimani, Manicaland Province, ZW	Chimanimani		ZW	Manicaland Province	work
55efd26e-8d0b-425f-b1c7-98cfcbfbd27a	Chibuwe, Chipinge, Manicaland Province, ZW	Chipinge		ZW	Manicaland Province	
33a0da07-c745-4fd1-9186-8f3e73d74e0a	Babblespruit, Chipinge, Manicaland Province, ZW	Chipinge		ZW	Manicaland Province	
ece6bed3-ecee-4681-a93c-47bd34881a8a	Mount Selinda, Chipinge, Manicaland Province, ZW	Chipinge		ZW	Manicaland Province	work
22567709-2f37-4496-8921-311f501579e9	Rupisi, Chipinge, Manicaland Province, ZW	Chipinge		ZW	Manicaland Province	work
ecae6e09-b7c8-4412-a4ec-3392ea364dd5	Chisumbanje, Chipinge, Manicaland Province, ZW	Chipinge		ZW	Manicaland Province	work
e82df173-1d2c-4dfc-8d34-a2402b4dba89	Rupangwana, Chipinge, Manicaland Province, ZW	Chipinge		ZW	Manicaland Province	
c1c84968-4ed7-4a6f-845c-880a2c58626b	Chipinge, Chimanimani, Manicaland Province, ZW	Chimanimani		ZW	Manicaland Province	
e878c89b-dc3d-421f-8cd7-d0963808b653	Junction Gate, Chipinge, Manicaland Province, ZW	Chipinge		ZW	Manicaland Province	
6ed7539f-ff32-4f9a-a52d-4b9bafc7dbc3	Junction Gate, Chipinge, Manicaland Province, ZW	Chipinge		ZW	Manicaland Province	work
ff84a6f9-11a0-4b4d-b135-31317b7f636e	Rupangwana, Manicaland Province, ZW	Rupangwana		ZW	Manicaland Province	
c060cc3f-7666-45cd-8b25-e39a700e31da	Rupangwana, Manicaland Province, ZW	Rupangwana		ZW	Manicaland Province	work
f7726a00-f630-4cb4-acdf-7a77b3130a9b	Chipinge, Manicaland Province, ZW	Chipinge		ZW	Manicaland Province	work
aff5bf12-7b1d-4c65-9276-1f9bdf376c26	Chiredzi, Masvingo Province, ZW	Chiredzi		ZW	Masvingo Province	
8f5e3d59-47e9-484b-b33c-68c5225c11da	Nandi, Chiredzi, Masvingo Province, ZW	Chiredzi		ZW	Masvingo Province	
cd1b6e85-697e-417e-88cd-059194773992	Chikombedzi, Chiredzi, Masvingo Province, ZW	Chiredzi		ZW	Masvingo Province	
8ed3984f-452c-4fe3-8757-4092e8705273	Malipati, Chiredzi, Masvingo Province, ZW	Chiredzi		ZW	Masvingo Province	
6537fb6f-be8e-4668-9f34-710f38193613	Chiredzi, Masvingo Province, ZW	Chiredzi		ZW	Masvingo Province	
40a46f44-1065-48a0-b7c1-424f1484b9c6	Glendevon, Chiredzi, Masvingo Province, ZW	Chiredzi		ZW	Masvingo Province	
6e14e3ea-8123-4c57-94be-c531180f2744	Muteyo, Chiredzi, Masvingo Province, ZW	Chiredzi		ZW	Masvingo Province	work
1806393f-0b37-4c21-9356-2571d5460b36	Gutu, Midlands Province, ZW	Gutu		ZW	Midlands Province	
a4a9acf2-0d8f-4cd7-b0c0-7856344a2fff	Gomba, Chirumhanzu, Midlands Province, ZW	Chirumhanzu		ZW	Midlands Province	
9ceabe54-dbee-427b-9ab9-fffa04f14020	Chikomba, Mashonaland East Province, ZW	Chikomba		ZW	Mashonaland East Province	
f5e50dba-2c8f-41ad-bf1f-f833487a9a9a	Chikomba, Mashonaland East Province, ZW	Chikomba		ZW	Mashonaland East Province	work
0c0463ca-f3e5-4a15-8871-318a2dbc4779	STAND 14656 HADZINANHANGA ROAD, ZENGEZA 4, Chitungwiza, ZW	ZENGEZA 4		ZW	Chitungwiza	work
305abc23-df72-4fa5-be4e-c82f6122a62e	Chimanimani, Manicaland Province, ZW	Chimanimani		ZW	Manicaland Province	work
df1b8c26-b1ad-4591-b5fd-151f1e9e5a33	Nyahode, Chimanimani, Manicaland Province, ZW	Chimanimani		ZW	Manicaland Province	work
79ec8251-0a0c-4ac4-b099-ac65814a407e	Chimanimani, Manicaland Province, ZW	Chimanimani		ZW	Manicaland Province	work
1cb3b528-7522-41d9-ad7d-95aed27652e5	Birchenough Bridge, Chimanimani, Manicaland Province, ZW	Chimanimani		ZW	Manicaland Province	
ca5e803f-446b-4410-9620-fd0d0f289ced	Chipinge, Manicaland Province, ZW	Chipinge		ZW	Manicaland Province	
3f2fe07a-0501-40a7-83be-cffe231e61ca	Birchenough Bridge, Chimanimani, Manicaland Province, ZW	Chimanimani		ZW	Manicaland Province	work
9100d7dc-0e2e-4597-bf87-890bd4348013	Craigmore, Chipinge, Manicaland Province, ZW	Chipinge		ZW	Manicaland Province	work
b3518c6b-ff3f-4651-8c7c-7297356dcb83	Chipinge, Manicaland Province, ZW	Chipinge		ZW	Manicaland Province	work
81431cb4-9036-4f8b-ab44-fbb27652a2ef	Rupangwana, Manicaland Province, ZW	Rupangwana		ZW	Manicaland Province	work
7c574495-64d0-424f-b086-c6ed9f179a91	Chibuwe, Chipinge, Manicaland Province, ZW	Chipinge		ZW	Manicaland Province	
fd6f9a2d-5dd4-4e32-9c08-9bf42ebe095f	Birchenough Bridge, Chimanimani, Manicaland Province, ZW	Chimanimani		ZW	Manicaland Province	work
bb85dfc1-1e2d-4036-b617-fbf6758738c6	Chiredzi, Masvingo Province, ZW	Chiredzi		ZW	Masvingo Province	
c39c6be7-91b1-4877-a1bd-4bb7bfdf0367	Chiredzi, Masvingo Province, ZW	Chiredzi		ZW	Masvingo Province	work
b85178b6-401f-403a-9499-229008fe8678	Chiredzi, Masvingo Province, ZW	Chiredzi		ZW	Masvingo Province	
0fe77b76-3318-46f2-a1f5-95fc5d465154	Chiredzi, Masvingo Province, ZW	Chiredzi		ZW	Masvingo Province	work
cb03984b-49dc-45ed-b77a-17a8dfa0a953	Triangle, Chiredzi, Masvingo Province, ZW	Chiredzi		ZW	Masvingo Province	
caba566a-cfe6-41e1-826f-a86fbe91f80e	Glendevon, Chiredzi, Masvingo Province, ZW	Chiredzi		ZW	Masvingo Province	work
27d38e24-1c4e-4f49-9ab2-963362c33cd2	Chiredzi, Masvingo Province, ZW	Chiredzi		ZW	Masvingo Province	work
1d820de0-e20f-471e-a847-941cfaf1334e	Fairfield, Chirumhanzu, Midlands Province, ZW	Chirumhanzu		ZW	Midlands Province	
03c07fb8-f5d9-44cf-8891-8a1ced0106d4	Gomba, Chirumhanzu, Midlands Province, ZW	Chirumhanzu		ZW	Midlands Province	work
0ddcd3bd-2856-4c06-b317-9127beb5659f	Fairfield, Chirumhanzu, Midlands Province, ZW	Chirumhanzu		ZW	Midlands Province	
ddc7156c-da47-4d54-b6fa-f69e30ef0f11	Rupepwe, Chirumhanzu, Midlands Province, ZW	Chirumhanzu		ZW	Midlands Province	
9a22dcfa-b554-4032-9a95-b488451fb648	Shurugwi, Midlands Province, ZW	Shurugwi		ZW	Midlands Province	
2d826287-790d-4ef6-bdf2-895f28ae9919	Chitungwiza, Seke, Mashonaland East Province, ZW	Seke		ZW	Mashonaland East Province	
5c571410-c0cf-4dbc-840f-445a58bdb6b9	Chitungwiza, Seke, Mashonaland East Province, ZW	Seke		ZW	Mashonaland East Province	work
7f11cdbe-5dcc-46c2-809a-c2c9479228d8	Chitungwiza, Seke, Mashonaland East Province, ZW	Seke		ZW	Mashonaland East Province	
3e04f343-358f-4340-9cce-2a94218ee262	Nyaningwe Growth Point, Chivi, Masvingo Province, ZW	Chivi		ZW	Masvingo Province	
99831ec5-ac0b-4e47-a41a-f9f1515384c5	Chivi, Masvingo Province, ZW	Chivi		ZW	Masvingo Province	
182ddcd9-5393-418c-bcac-6bd234208247	Nyaningwe Growth Point, Chivi, Masvingo Province, ZW	Chivi		ZW	Masvingo Province	work
65a35e04-11f0-47c7-bcc3-c8287918b5e9	Mandamambge, Chivi, Masvingo Province, ZW	Chivi		ZW	Masvingo Province	
e4a30dc9-b840-4f51-95eb-93a5cc688c42	Chivi, Masvingo Province, ZW	Chivi		ZW	Masvingo Province	
8c569c9c-204d-4d10-8108-45beedf68408	Chivi, Masvingo Province, ZW	Chivi		ZW	Masvingo Province	work
c8173ae1-5560-4f7a-a497-465be93204b4	Chereya, Gokwe North, Midlands Province, ZW	Gokwe North		ZW	Midlands Province	
ee64ab3b-3ae8-4c77-85a6-195b33fa81f8	Gorodema, Gokwe North, Midlands Province, ZW	Gokwe North		ZW	Midlands Province	work
eb86feec-7160-4680-9f47-8875796cf553	Madzivazido, Gokwe North, Midlands Province, ZW	Gokwe North		ZW	Midlands Province	
bb54bac6-4496-4c11-8cfc-967ec95b6078	Gokwe North, Midlands Province, ZW	Gokwe North		ZW	Midlands Province	work
d24894de-1071-4767-86cb-dedfc7c2cd5a	Gokwe South, Midlands Province, ZW	Gokwe South		ZW	Midlands Province	
33a35dca-5270-4d94-b9c5-01f5ef7dd451	Binga, Matabeleland North Province, ZW	Binga		ZW	Matabeleland North Province	
6d65f67a-396a-4f59-8904-a33b8f5ab3df	Gokwe South, Midlands Province, ZW	Gokwe South		ZW	Midlands Province	work
c820648d-dda4-4479-bace-140a34297e29	Nenyunka School, Binga, Midlands Province, ZW	Binga		ZW	Midlands Province	work
6ec2d055-f46d-4964-8925-6c97c8b487c1	Gokwe North, Midlands Province, ZW	Gokwe North		ZW	Midlands Province	
c852e86f-5dd0-4a1d-830b-796fed6c4823	Goromonzi, Mashonaland East Province, ZW	Goromonzi		ZW	Mashonaland East Province	
37ed4766-40e5-4d91-b88f-181f88a10c53	Goromonzi, Mashonaland East Province, ZW	Goromonzi		ZW	Mashonaland East Province	work
e4f5a8c9-8c73-4092-be2c-40959c5d4bef	Domboshawa, Goromonzi, Mashonaland East Province, ZW	Goromonzi		ZW	Mashonaland East Province	
8c53260b-72fb-4412-a525-5bc7968f443a	Showground, Goromonzi, Mashonaland East Province, ZW	Goromonzi		ZW	Mashonaland East Province	work
32895b16-7db7-4011-bdb2-f69084332840	Tullichewan, Goromonzi, Mashonaland East Province, ZW	Goromonzi		ZW	Mashonaland East Province	
cd08fc64-8c95-4a20-be02-c63b388f8fa2	Arcturas, Goromonzi, Mashonaland East Province, ZW	Goromonzi		ZW	Mashonaland East Province	
a76627ff-f032-4b6d-a510-6aed77c9a941	Mushumbi Pools, Guruve, Mashonaland Central Province, ZW	Guruve		ZW	Mashonaland Central Province	
9ba95357-6f1c-4070-ba76-16e598a2c194	Guruve, Mashonaland Central Province, ZW	Guruve		ZW	Mashonaland Central Province	work
fa96b48b-5622-43d5-828b-768562d7f23b	Bakasa, Guruve, Mashonaland Central Province, ZW	Guruve		ZW	Mashonaland Central Province	work
2f78c34d-a46c-4107-8e1e-414125367b3e	Bakasa, Guruve, Mashonaland Central Province, ZW	Guruve		ZW	Mashonaland Central Province	work
92240784-c968-41c0-bd08-1eb9ebdbe869	Guruve, Mashonaland Central Province, ZW	Guruve		ZW	Mashonaland Central Province	work
69f1359d-ca9d-499f-b5b9-59573f064c5b	Disi, Guruve, Mashonaland Central Province, ZW	Guruve		ZW	Mashonaland Central Province	work
d0b62294-7611-4863-8c4d-f39bbd974cef	Chitsa, Gutu, Masvingo Province, ZW	Gutu		ZW	Masvingo Province	work
92880509-b7b2-4da5-a991-f7f72c216a90	Gutu, Masvingo Province, ZW	Gutu		ZW	Masvingo Province	
c58ee122-0da7-4060-803e-7f37d7e008df	Muvuti, Gutu, Masvingo Province, ZW	Gutu		ZW	Masvingo Province	
b7b369a7-1185-4aa8-b57e-94d3da9a1f3a	Gutu, Masvingo Province, ZW	Gutu		ZW	Masvingo Province	
97f9cf8f-aa3f-4830-b0ce-c2962c442098	Masvingo, Masvingo Province, ZW	Masvingo		ZW	Masvingo Province	work
241db27c-9d36-45ec-950b-973314da36e6	Colleen Bawn, Gwanda, Matabeleland South Province, ZW	Gwanda		ZW	Matabeleland South Province	
c4c81ddc-3efe-4885-b5eb-49378aa3c881	Gutu, Masvingo Province, ZW	Gutu		ZW	Masvingo Province	work
f5afd89f-3017-4ae8-80a9-0ded70615bc0	Mashaba, Gwanda, Matabeleland South Province, ZW	Gwanda		ZW	Matabeleland South Province	
35d0c1a0-e14d-4732-9cc1-2fb87aef2eaa	Gwanda, Matabeleland South Province, ZW	Gwanda		ZW	Matabeleland South Province	work
7285a4a4-78fa-4ede-98f2-87daa0f729eb	Gwanda, Matabeleland South Province, ZW	Gwanda		ZW	Matabeleland South Province	work
64a3f7e8-62de-4c36-a21a-a4d13f1bebe2	Matobo, Matabeleland South Province, ZW	Matobo		ZW	Matabeleland South Province	work
08235b84-c9cb-4a92-abc4-2eb8ce3e6e65	Gwanda, Matabeleland South Province, ZW	Gwanda		ZW	Matabeleland South Province	work
04e22474-205c-43ff-939d-7deafc9b84c2	Chibuwe, Chipinge, Manicaland Province, ZW	Chipinge		ZW	Manicaland Province	work
2cf3898e-66ab-4d20-9c03-c0838664ce57	Rupisi, Chipinge, Manicaland Province, ZW	Chipinge		ZW	Manicaland Province	work
4677cbae-8024-4ff3-98cd-b4139918b4e8	Chipinge, Manicaland Province, ZW	Chipinge		ZW	Manicaland Province	
54fddd42-0a23-484f-8489-71c2b14bb63d	Rupisi, Chipinge, Manicaland Province, ZW	Chipinge		ZW	Manicaland Province	
637fc7c4-7b29-4be0-8eef-3212805797b0	Junction Gate, Chipinge, Manicaland Province, ZW	Chipinge		ZW	Manicaland Province	work
68903341-474b-4f42-a24f-4f8456421992	Chipinge, Manicaland Province, ZW	Chipinge		ZW	Manicaland Province	work
46198547-4fba-4f3c-9312-dfb298812015	Craigmore, Chipinge, Manicaland Province, ZW	Chipinge		ZW	Manicaland Province	work
8aec6dcf-22b3-4809-9357-1bc0ef48ddec	Chipinge, Chimanimani, Manicaland Province, ZW	Chimanimani		ZW	Manicaland Province	work
6f05b2d8-32a0-44b0-b346-35f2bbba5413	Chibuwe, Chipinge, Manicaland Province, ZW	Chipinge		ZW	Manicaland Province	work
8d6346fa-5d44-459b-acc0-23ecf73c11c6	Chipinge, Manicaland Province, ZW	Chipinge		ZW	Manicaland Province	
e7a8f629-827b-42ec-b3aa-3fcee9321c49	Hippo Valley, Chiredzi, Masvingo Province, ZW	Chiredzi		ZW	Masvingo Province	
e27c574c-2e56-44fc-ac91-1dc0e9ee9672	Dzorora, Chipinge, Manicaland Province, ZW	Chipinge		ZW	Manicaland Province	work
7052e46b-e2e3-42f5-9f1d-8812fa6a3290	Machendu, Chiredzi, Masvingo Province, ZW	Chiredzi		ZW	Masvingo Province	work
9dd611f2-b69f-4b9f-b4db-fe9bc602ccfb	Chiredzi, Masvingo Province, ZW	Chiredzi		ZW	Masvingo Province	work
f39cf6bc-34d7-48b6-9fab-90b5d3d472c1	Chiredzi, Masvingo Province, ZW	Chiredzi		ZW	Masvingo Province	work
405a90c7-6697-4519-a0a1-98acb7e6c9cb	Chiredzi, Masvingo Province, ZW	Chiredzi		ZW	Masvingo Province	work
b980d9a0-4a0e-4f75-b17d-71b57c745a68	Malipati, Chiredzi, Masvingo Province, ZW	Chiredzi		ZW	Masvingo Province	work
86416aa3-b93a-42be-8a84-e47028d3f8a8	Triangle, Chiredzi, Masvingo Province, ZW	Chiredzi		ZW	Masvingo Province	work
ac6bf6be-c164-4c72-b2e2-c3d682f14e15	Lalapansi, Chirumhanzu, Midlands Province, ZW	Chirumhanzu		ZW	Midlands Province	
603ed17c-0b09-41fd-b9bc-420f76e4fa75	Gomba, Chirumhanzu, Midlands Province, ZW	Chirumhanzu		ZW	Midlands Province	work
f6be1d38-5639-4bf8-860f-5a3f55c9bb55	Fairfield, Chirumhanzu, Midlands Province, ZW	Chirumhanzu		ZW	Midlands Province	work
59ab6e22-90da-4cf8-8bb5-1aaf2be130f0	Gomba, Chirumhanzu, Midlands Province, ZW	Chirumhanzu		ZW	Midlands Province	
d79ee65c-4f4e-4086-8372-caa1503ab498	Mvuma, Chirumhanzu, Midlands Province, ZW	Chirumhanzu		ZW	Midlands Province	work
5992e9c4-7cd3-448e-a0f6-4b84d3b8953e	Chivi, Masvingo Province, ZW	Chivi		ZW	Masvingo Province	
615bfdae-82b0-403b-8908-149e34fd1d19	Nyaningwe Growth Point, Chivi, Masvingo Province, ZW	Chivi		ZW	Masvingo Province	work
9653eaab-0a04-47bb-bc97-6fc2d2873153	Chivi, Masvingo Province, ZW	Chivi		ZW	Masvingo Province	work
c524e945-c0eb-49b4-89e6-4e474385bdea	Mandamambge, Chivi, Masvingo Province, ZW	Chivi		ZW	Masvingo Province	work
489da516-12ea-4e2d-91d9-bbc0acac217e	Esigodini, Umzingwane, Matabeleland South Province, ZW	Umzingwane		ZW	Matabeleland South Province	
a7757cc9-e0be-4d50-b656-4eb7e6e64976	Bushtick, Umzingwane, Matabeleland South Province, ZW	Umzingwane		ZW	Matabeleland South Province	
58579a69-dd40-43d0-b573-55574248696e	Mulungwane, Umzingwane, Matabeleland South Province, ZW	Umzingwane		ZW	Matabeleland South Province	work
dc19726b-f72e-4b52-9e89-da422bd33356	Umzingwane, Matabeleland South Province, ZW	Umzingwane		ZW	Matabeleland South Province	work
23b2a9df-2d0e-4e50-b9a8-edc25abf2bcb	Gorodema, Gokwe North, Midlands Province, ZW	Gokwe North		ZW	Midlands Province	work
376a1025-adc4-4536-a589-1a110ef1cf52	Gokwe South, Midlands Province, ZW	Gokwe South		ZW	Midlands Province	work
f9cbdb44-c93f-4c59-a7b7-37bd7cda9b52	Chief Sai, Gokwe South, Midlands Province, ZW	Gokwe South		ZW	Midlands Province	
d44c6df5-48d6-4163-a56d-feb5d3db74a8	Nenyunka School, Binga, Midlands Province, ZW	Binga		ZW	Midlands Province	
d581cdcf-a7eb-4e55-860a-309f3d824225	Gokwe South, Midlands Province, ZW	Gokwe South		ZW	Midlands Province	work
0a50ba8a-fa0a-4240-a299-2894b3fc2800	Sessami, Gokwe South, Midlands Province, ZW	Gokwe South		ZW	Midlands Province	work
3e83f6ec-083c-4e5f-898c-4c22599b3d4f	Gokwe North, Midlands Province, ZW	Gokwe North		ZW	Midlands Province	work
7214df1e-6102-44e1-a276-c5c8f53e26ee	Sessami, Gokwe South, Midlands Province, ZW	Gokwe South		ZW	Midlands Province	
c3db7d40-1c12-4396-8c8f-b9f44652e35d	Nembudziya, Gokwe North, Midlands Province, ZW	Gokwe North		ZW	Midlands Province	
2ac09026-464c-4629-b069-20b4400c7573	Nembudzia, Gokwe North, Midlands Province, ZW	Gokwe North		ZW	Midlands Province	work
96dd34de-1370-4d10-91eb-8675e1c4c1c1	Gokwe North, Midlands Province, ZW	Gokwe North		ZW	Midlands Province	work
b1b4967c-0120-4b60-865c-e3281ca464a9	Juru, Goromonzi, Mashonaland East Province, ZW	Goromonzi		ZW	Mashonaland East Province	
c99593d4-a37f-4553-87bf-e839538ee9b0	Ruwa, Goromonzi, Mashonaland East Province, ZW	Goromonzi		ZW	Mashonaland East Province	work
96540247-3681-4599-9ee6-112832bf2dfa	465Q+JJJ, Chiremba Rd, Ruwa, ZW	Chiremba Rd		ZW	Ruwa	
a9e7fbff-206f-4c47-9fca-b69dd9e430fe	Guruve, Mashonaland Central Province, ZW	Guruve		ZW	Mashonaland Central Province	
98c2f9dd-b3b7-4131-a016-800ef98030fa	3 Chishawasha Rd, 3 Chishawasha Rd, ZW			ZW	3 Chishawasha Rd	work
c03806db-3a06-4dc8-abf0-366a1c20ae24	Guruve, Mashonaland Central Province, ZW	Guruve		ZW	Mashonaland Central Province	
9a4d55a8-eced-4573-84ac-58e2775d94c1	Guruve, Mashonaland Central Province, ZW	Guruve		ZW	Mashonaland Central Province	work
9dee37ea-8234-4c3a-a39a-cd847ff809d7	Disi, Guruve, Mashonaland Central Province, ZW	Guruve		ZW	Mashonaland Central Province	work
f7da2c94-0e66-47d5-bf3f-b604f79a7f9f	Gutu, Masvingo Province, ZW	Gutu		ZW	Masvingo Province	
031ae846-17c2-4d65-be86-3b1606b86698	Chatsworth, Gutu, Masvingo Province, ZW	Gutu		ZW	Masvingo Province	
39ede6b1-26cd-4439-8d24-f0cd47a1b26c	Glencova, Gutu, Masvingo Province, ZW	Gutu		ZW	Masvingo Province	
814457ba-65e1-43a9-88ff-b7ade74c4625	Gutu, Masvingo Province, ZW	Gutu		ZW	Masvingo Province	work
d65d40f3-5b38-41c5-869e-8c78168accf4	Chitsa, Gutu, Masvingo Province, ZW	Gutu		ZW	Masvingo Province	work
d46ea6d9-1096-4b7e-8ba9-ab5fbfffd6b0	Gutu, Masvingo Province, ZW	Gutu		ZW	Masvingo Province	
ffcb6c02-164c-473f-a9a7-7e742b9a47f5	Gutu, Masvingo Province, ZW	Gutu		ZW	Masvingo Province	work
776d3852-fefe-4c50-b374-b99d94b67a5d	Vubachikwe, Gwanda, Matabeleland South Province, ZW	Gwanda		ZW	Matabeleland South Province	work
d19edc02-22e5-4e55-bc93-7e88bcd3f2a5	Colleen Bawn, Insiza, Matabeleland South Province, ZW	Insiza		ZW	Matabeleland South Province	work
6b3b3057-d295-4b85-b047-8f566bd23db7	Mashaba, Gwanda, Matabeleland South Province, ZW	Gwanda		ZW	Matabeleland South Province	
f49ea39b-30af-4760-8afa-683620c26a24	Hwali, Gwanda, Matabeleland South Province, ZW	Gwanda		ZW	Matabeleland South Province	work
